FeedbackID,CustomerID,ProjectID,FeedbackDate,Rating,Comments
FDBK0023,CUST0034,PROJ001,2014-05-09,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0024,CUST0036,PROJ001,2013-12-24,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0025,CUST0037,PROJ001,2014-05-04,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0026,CUST0039,PROJ001,2013-08-07,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0027,CUST0040,PROJ001,2013-11-14,2,Significant delay in handover. The final product feels rushed.
FDBK0028,CUST0041,PROJ001,2014-05-05,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0029,CUST0043,PROJ001,2013-12-20,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0030,CUST0044,PROJ001,2014-01-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0031,CUST0045,PROJ001,2014-03-20,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0032,CUST0046,PROJ001,2014-04-30,5,Excellent construction quality and timely delivery. Very happy!
FDBK0033,CUST0048,PROJ002,2014-10-02,2,Significant delay in handover. The final product feels rushed.
FDBK0034,CUST0050,PROJ002,2015-07-14,2,Significant delay in handover. The final product feels rushed.
FDBK0035,CUST0051,PROJ002,2015-06-09,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0036,CUST0053,PROJ001,2013-12-31,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0037,CUST0055,PROJ002,2015-01-20,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0038,CUST0056,PROJ002,2015-07-29,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0039,CUST0057,PROJ002,2014-12-02,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0040,CUST0058,PROJ002,2015-05-10,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0041,CUST0059,PROJ001,2014-02-18,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0042,CUST0060,PROJ001,2014-03-12,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0043,CUST0061,PROJ002,2015-08-11,5,Excellent construction quality and timely delivery. Very happy!
FDBK0044,CUST0062,PROJ001,2013-11-16,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0045,CUST0063,PROJ002,2014-11-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0046,CUST0064,PROJ001,2014-01-20,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0047,CUST0065,PROJ001,2014-03-17,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0048,CUST0067,PROJ002,2015-06-29,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0049,CUST0068,PROJ001,2013-09-06,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0050,CUST0069,PROJ002,2015-05-27,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0051,CUST0070,PROJ002,2014-10-28,5,Excellent construction quality and timely delivery. Very happy!
FDBK0052,CUST0071,PROJ002,2015-01-10,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0053,CUST0072,PROJ002,2015-07-03,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0054,CUST0076,PROJ001,2013-09-04,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0055,CUST0079,PROJ002,2015-03-12,5,Excellent construction quality and timely delivery. Very happy!
FDBK0056,CUST0081,PROJ001,2014-02-06,2,Significant delay in handover. The final product feels rushed.
FDBK0057,CUST0082,PROJ002,2014-10-10,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0058,CUST0083,PROJ001,2013-11-29,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0059,CUST0084,PROJ002,2014-12-05,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0060,CUST0085,PROJ001,2013-11-19,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0061,CUST0087,PROJ001,2013-12-27,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0062,CUST0088,PROJ002,2015-02-14,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0063,CUST0089,PROJ001,2013-12-06,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0064,CUST0090,PROJ001,2013-09-20,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0065,CUST0091,PROJ001,2014-01-05,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0066,CUST0092,PROJ002,2015-03-07,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0067,CUST0095,PROJ001,2014-01-21,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0068,CUST0097,PROJ002,2015-05-21,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0069,CUST0098,PROJ002,2014-12-05,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0070,CUST0100,PROJ002,2015-01-04,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0071,CUST0104,PROJ001,2014-01-07,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0072,CUST0105,PROJ001,2014-02-12,5,Excellent construction quality and timely delivery. Very happy!
FDBK0073,CUST0107,PROJ001,2013-10-23,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0074,CUST0108,PROJ001,2014-05-15,5,Excellent construction quality and timely delivery. Very happy!
FDBK0075,CUST0109,PROJ001,2013-07-07,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0076,CUST0110,PROJ001,2013-12-20,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0077,CUST0113,PROJ001,2013-09-15,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0078,CUST0116,PROJ002,2015-05-05,2,Significant delay in handover. The final product feels rushed.
FDBK0079,CUST0118,PROJ002,2015-01-31,2,Significant delay in handover. The final product feels rushed.
FDBK0080,CUST0119,PROJ001,2014-03-17,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0081,CUST0121,PROJ001,2013-07-23,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0082,CUST0124,PROJ001,2014-03-01,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0083,CUST0125,PROJ002,2014-10-03,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0084,CUST0126,PROJ002,2015-08-07,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0085,CUST0127,PROJ002,2015-05-13,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0086,CUST0128,PROJ002,2015-07-03,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0087,CUST0130,PROJ001,2013-11-10,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0088,CUST0131,PROJ002,2014-12-10,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0089,CUST0132,PROJ001,2013-11-23,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0090,CUST0133,PROJ002,2015-04-17,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0091,CUST0135,PROJ001,2014-05-09,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0092,CUST0136,PROJ001,2013-07-22,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0093,CUST0137,PROJ001,2014-04-01,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0094,CUST0138,PROJ001,2014-04-03,2,Significant delay in handover. The final product feels rushed.
FDBK0095,CUST0139,PROJ002,2014-11-16,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0096,CUST0140,PROJ001,2014-04-02,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0097,CUST0141,PROJ003,2016-04-20,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0098,CUST0142,PROJ003,2016-01-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0099,CUST0143,PROJ001,2014-04-02,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0100,CUST0147,PROJ003,2016-04-26,2,Significant delay in handover. The final product feels rushed.
FDBK0101,CUST0148,PROJ002,2014-11-08,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0102,CUST0149,PROJ003,2016-01-30,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0103,CUST0150,PROJ003,2016-10-31,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0104,CUST0153,PROJ001,2014-04-22,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0105,CUST0154,PROJ002,2015-03-30,5,Excellent construction quality and timely delivery. Very happy!
FDBK0106,CUST0155,PROJ001,2013-12-19,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0107,CUST0157,PROJ001,2013-08-29,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0108,CUST0158,PROJ003,2016-10-27,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0109,CUST0159,PROJ001,2014-05-01,2,Significant delay in handover. The final product feels rushed.
FDBK0110,CUST0160,PROJ001,2013-08-05,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0111,CUST0161,PROJ001,2013-07-16,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0112,CUST0162,PROJ001,2013-12-05,2,Significant delay in handover. The final product feels rushed.
FDBK0113,CUST0163,PROJ001,2013-11-11,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0114,CUST0164,PROJ001,2014-04-04,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0115,CUST0166,PROJ001,2013-09-24,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0116,CUST0167,PROJ001,2013-10-09,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0117,CUST0168,PROJ002,2014-10-15,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0118,CUST0169,PROJ003,2016-11-01,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0119,CUST0170,PROJ003,2016-10-14,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0120,CUST0171,PROJ003,2016-08-02,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0121,CUST0172,PROJ003,2016-01-29,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0122,CUST0173,PROJ002,2015-04-09,5,Excellent construction quality and timely delivery. Very happy!
FDBK0123,CUST0174,PROJ001,2013-07-26,2,Significant delay in handover. The final product feels rushed.
FDBK0124,CUST0175,PROJ003,2016-01-02,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0125,CUST0179,PROJ003,2016-02-11,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0126,CUST0180,PROJ003,2016-07-21,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0127,CUST0182,PROJ001,2013-09-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0128,CUST0184,PROJ003,2016-08-29,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0129,CUST0185,PROJ002,2015-08-15,5,Excellent construction quality and timely delivery. Very happy!
FDBK0130,CUST0188,PROJ003,2016-02-15,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0131,CUST0189,PROJ003,2016-06-22,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0132,CUST0192,PROJ003,2016-08-10,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0133,CUST0195,PROJ003,2016-02-28,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0134,CUST0197,PROJ003,2016-07-24,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0135,CUST0198,PROJ003,2016-06-01,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0136,CUST0199,PROJ001,2013-10-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0137,CUST0201,PROJ002,2014-11-15,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0138,CUST0202,PROJ003,2016-05-06,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0139,CUST0203,PROJ002,2015-02-15,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0140,CUST0204,PROJ002,2015-06-15,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0141,CUST0205,PROJ003,2016-10-12,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0142,CUST0208,PROJ002,2015-05-12,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0143,CUST0209,PROJ003,2016-10-01,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0144,CUST0210,PROJ003,2016-10-29,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0145,CUST0212,PROJ003,2016-07-28,2,Significant delay in handover. The final product feels rushed.
FDBK0146,CUST0214,PROJ001,2014-04-02,5,Excellent construction quality and timely delivery. Very happy!
FDBK0147,CUST0215,PROJ003,2016-05-24,2,Significant delay in handover. The final product feels rushed.
FDBK0148,CUST0216,PROJ003,2016-09-23,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0149,CUST0217,PROJ003,2016-09-07,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0150,CUST0218,PROJ001,2014-02-16,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0151,CUST0220,PROJ002,2014-10-24,2,Significant delay in handover. The final product feels rushed.
FDBK0152,CUST0221,PROJ001,2014-03-08,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0153,CUST0223,PROJ002,2015-06-01,5,Excellent construction quality and timely delivery. Very happy!
FDBK0154,CUST0224,PROJ003,2016-10-15,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0155,CUST0225,PROJ001,2014-05-01,2,Significant delay in handover. The final product feels rushed.
FDBK0156,CUST0226,PROJ003,2016-07-18,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0157,CUST0227,PROJ002,2015-01-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0158,CUST0228,PROJ002,2014-09-14,2,Significant delay in handover. The final product feels rushed.
FDBK0159,CUST0229,PROJ003,2016-01-29,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0160,CUST0230,PROJ001,2013-08-18,5,Excellent construction quality and timely delivery. Very happy!
FDBK0161,CUST0231,PROJ001,2013-08-07,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0162,CUST0234,PROJ003,2016-09-25,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0163,CUST0235,PROJ003,2016-02-03,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0164,CUST0236,PROJ001,2013-12-29,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0165,CUST0237,PROJ001,2013-12-26,2,Significant delay in handover. The final product feels rushed.
FDBK0166,CUST0239,PROJ001,2013-11-23,2,Significant delay in handover. The final product feels rushed.
FDBK0167,CUST0240,PROJ001,2013-09-10,5,Excellent construction quality and timely delivery. Very happy!
FDBK0168,CUST0243,PROJ002,2014-09-18,5,Excellent construction quality and timely delivery. Very happy!
FDBK0169,CUST0244,PROJ002,2015-08-15,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0170,CUST0245,PROJ001,2013-08-16,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0171,CUST0246,PROJ003,2016-01-26,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0172,CUST0247,PROJ002,2015-05-30,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0173,CUST0248,PROJ003,2016-03-06,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0174,CUST0249,PROJ003,2016-04-22,5,Excellent construction quality and timely delivery. Very happy!
FDBK0175,CUST0252,PROJ002,2015-06-01,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0176,CUST0253,PROJ003,2016-10-26,5,Excellent construction quality and timely delivery. Very happy!
FDBK0177,CUST0254,PROJ002,2015-08-08,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0178,CUST0255,PROJ003,2016-09-20,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0179,CUST0258,PROJ003,2016-05-10,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0180,CUST0260,PROJ003,2016-09-05,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0181,CUST0261,PROJ003,2016-06-24,2,Significant delay in handover. The final product feels rushed.
FDBK0182,CUST0262,PROJ003,2016-02-27,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0183,CUST0264,PROJ003,2016-04-19,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0184,CUST0265,PROJ003,2016-06-20,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0185,CUST0266,PROJ003,2016-06-13,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0186,CUST0267,PROJ003,2016-03-11,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0187,CUST0268,PROJ002,2015-06-26,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0188,CUST0272,PROJ003,2016-02-13,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0189,CUST0273,PROJ002,2015-05-09,5,Excellent construction quality and timely delivery. Very happy!
FDBK0190,CUST0275,PROJ003,2016-05-28,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0191,CUST0276,PROJ002,2015-07-20,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0192,CUST0278,PROJ002,2015-03-01,2,Significant delay in handover. The final product feels rushed.
FDBK0193,CUST0281,PROJ002,2014-12-12,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0194,CUST0283,PROJ002,2015-07-21,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0195,CUST0284,PROJ002,2015-06-27,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0196,CUST0286,PROJ003,2016-05-19,5,Excellent construction quality and timely delivery. Very happy!
FDBK0197,CUST0287,PROJ003,2016-09-18,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0198,CUST0289,PROJ002,2014-12-03,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0199,CUST0290,PROJ003,2016-09-20,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0200,CUST0292,PROJ003,2016-11-14,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0201,CUST0294,PROJ003,2016-04-19,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0202,CUST0296,PROJ003,2016-06-22,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0203,CUST0297,PROJ003,2016-06-16,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0204,CUST0298,PROJ003,2016-04-09,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0205,CUST0300,PROJ003,2016-08-12,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0206,CUST0302,PROJ002,2015-07-22,5,Excellent construction quality and timely delivery. Very happy!
FDBK0207,CUST0303,PROJ002,2014-12-22,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0208,CUST0305,PROJ003,2016-03-28,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0209,CUST0306,PROJ004,2017-11-04,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0210,CUST0307,PROJ003,2016-05-20,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0211,CUST0308,PROJ004,2018-04-30,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0212,CUST0309,PROJ004,2017-09-06,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0213,CUST0310,PROJ004,2017-12-23,5,Excellent construction quality and timely delivery. Very happy!
FDBK0214,CUST0312,PROJ004,2017-10-22,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0215,CUST0314,PROJ002,2014-10-22,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0216,CUST0316,PROJ004,2017-06-04,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0217,CUST0317,PROJ003,2016-10-11,2,Significant delay in handover. The final product feels rushed.
FDBK0218,CUST0319,PROJ004,2018-02-06,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0219,CUST0320,PROJ003,2016-09-01,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0220,CUST0321,PROJ004,2017-07-27,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0221,CUST0322,PROJ002,2014-12-04,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0222,CUST0323,PROJ002,2014-09-23,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0223,CUST0324,PROJ002,2015-08-13,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0224,CUST0326,PROJ002,2015-07-15,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0225,CUST0327,PROJ004,2017-09-29,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0226,CUST0328,PROJ003,2016-02-24,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0227,CUST0329,PROJ003,2016-05-22,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0228,CUST0330,PROJ003,2016-10-21,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0229,CUST0331,PROJ002,2014-11-15,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0230,CUST0332,PROJ003,2016-11-01,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0231,CUST0333,PROJ004,2018-04-08,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0232,CUST0334,PROJ002,2015-02-20,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0233,CUST0335,PROJ002,2015-04-02,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0234,CUST0336,PROJ002,2015-01-26,2,Significant delay in handover. The final product feels rushed.
FDBK0235,CUST0338,PROJ004,2017-07-28,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0236,CUST0339,PROJ003,2016-08-23,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0237,CUST0340,PROJ003,2016-11-22,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0238,CUST0343,PROJ004,2017-06-18,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0239,CUST0346,PROJ004,2017-07-18,5,Excellent construction quality and timely delivery. Very happy!
FDBK0240,CUST0347,PROJ002,2015-07-13,5,Excellent construction quality and timely delivery. Very happy!
FDBK0241,CUST0348,PROJ002,2014-11-16,5,Excellent construction quality and timely delivery. Very happy!
FDBK0242,CUST0349,PROJ003,2016-08-29,5,Truly a landmark project. The finish and attention to detail are superb.
FDBK0243,CUST0350,PROJ003,2016-05-30,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0244,CUST0353,PROJ004,2017-09-04,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0245,CUST0355,PROJ003,2016-04-28,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0246,CUST0356,PROJ003,2016-02-25,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0247,CUST0357,PROJ004,2017-10-05,5,Excellent construction quality and timely delivery. Very happy!
FDBK0248,CUST0359,PROJ002,2015-04-12,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0249,CUST0360,PROJ003,2016-02-14,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0250,CUST0361,PROJ004,2017-07-02,2,Significant delay in handover. The final product feels rushed.
FDBK0251,CUST0362,PROJ003,2016-06-24,3,"Average experience. Construction is solid, but there were some plumbing issues after moving in."
FDBK0252,CUST0363,PROJ004,2018-04-10,2,Significant delay in handover. The final product feels rushed.
FDBK0253,CUST0364,PROJ004,2017-08-12,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0254,CUST0365,PROJ004,2017-09-08,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0255,CUST0366,PROJ004,2017-08-04,5,Excellent construction quality and timely delivery. Very happy!
FDBK0256,CUST0367,PROJ004,2017-10-22,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0257,CUST0368,PROJ003,2016-01-29,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0258,CUST0370,PROJ003,2016-02-22,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0259,CUST0371,PROJ004,2018-04-17,2,Significant delay in handover. The final product feels rushed.
FDBK0260,CUST0374,PROJ003,2016-05-26,2,Build quality is not up to the mark. Facing issues with fittings.
FDBK0261,CUST0375,PROJ003,2016-05-26,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
FDBK0262,CUST0378,PROJ004,2018-04-01,3,"The apartment is nice, but maintenance fees are higher than what was initially promised."
FDBK0263,CUST0382,PROJ004,2018-04-24,5,Excellent construction quality and timely delivery. Very happy!
FDBK0264,CUST0383,PROJ004,2017-08-21,4,"Good project overall, but the clubhouse amenities were delayed."
FDBK0265,CUST0384,PROJ004,2018-03-27,5,Excellent construction quality and timely delivery. Very happy!
FDBK0266,CUST0385,PROJ002,2015-03-28,4,"Loved the apartment view, though the initial paperwork process was a bit slow."
